goos: darwin
goarch: arm64
pkg: github.com/zhangyunhao116/gomapbench
cpu: Apple M1 Pro
BenchmarkMapIter/Int/6-10           	27202274	        45.06 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Pointer/64-10                 	 1000000	      1023 ns/op	     512 B/op	      64 allocs/op
BenchmarkMapAssignReuse/Pointer/64-10                 	 1000000	      1016 ns/op	     512 B/op	      64 allocs/op
BenchmarkMapAssignReuse/Pointer/64-10                 	 1000000	      1020 ns/op	     512 B/op	      64 allocs/op
BenchmarkMapAssignReuse/Pointer/64-10                 	 1000000	      1017 ns/op	     512 B/op	      64 allocs/op
BenchmarkMapAssignReuse/Pointer/128-10                	  600024	      2028 ns/op	    1024 B/op	     128 allocs/op
BenchmarkMapAssignReuse/Pointer/128-10                	  597261	      2022 ns/op	    1024 B/op	     128 allocs/op
BenchmarkMapAssignReuse/Pointer/128-10                	  594814	      2018 ns/op	    1024 B/op	     128 allocs/op
BenchmarkMapAssignReuse/Pointer/128-10                	  597442	      2020 ns/op	    1024 B/op	     128 allocs/op
BenchmarkMapAssignReuse/Pointer/128-10                	  597446	      2016 ns/op	    1024 B/op	     128 allocs/op
BenchmarkMapAssignReuse/Pointer/128-10                	  599044	      2013 ns/op	    1024 B/op	     128 allocs/op
BenchmarkMapAssignReuse/Pointer/128-10                	  600152	      2018 ns/op	    1024 B/op	     128 allocs/op
BenchmarkMapAssignReuse/Pointer/128-10                	  595536	      2020 ns/op	    1024 B/op	     128 allocs/op
BenchmarkMapAssignReuse/Pointer/128-10                	  601498	      2233 ns/op	    1024 B/op	     128 allocs/op
BenchmarkMapAssignReuse/Pointer/128-10                	  596139	      2011 ns/op	    1024 B/op	     128 allocs/op
BenchmarkMapAssignReuse/Pointer/256-10                	  299526	      4020 ns/op	    2048 B/op	     256 allocs/op
BenchmarkMapAssignReuse/Pointer/256-10                	  288919	      4020 ns/op	    2048 B/op	     256 allocs/op
BenchmarkMapAssignReuse/Pointer/256-10                	  297102	      4078 ns/op	    2048 B/op	     256 allocs/op
BenchmarkMapAssignReuse/Pointer/256-10                	  287002	      4116 ns/op	    2048 B/op	     256 allocs/op
BenchmarkMapAssignReuse/Pointer/256-10                	  300211	      4156 ns/op	    2048 B/op	     256 allocs/op
BenchmarkMapAssignReuse/Pointer/256-10                	  242017	      4986 ns/op	    2048 B/op	     256 allocs/op
BenchmarkMapAssignReuse/Pointer/256-10                	  298806	      4220 ns/op	    2048 B/op	     256 allocs/op
BenchmarkMapAssignReuse/Pointer/256-10                	  300178	      4028 ns/op	    2048 B/op	     256 allocs/op
BenchmarkMapAssignReuse/Pointer/256-10                	  300002	      4021 ns/op	    2048 B/op	     256 allocs/op
BenchmarkMapAssignReuse/Pointer/256-10                	  299112	      4026 ns/op	    2048 B/op	     256 allocs/op
BenchmarkMapAssignReuse/Pointer/512-10                	  149979	      8099 ns/op	    4096 B/op	     512 allocs/op
BenchmarkMapAssignReuse/Pointer/512-10                	  150127	      8021 ns/op	    4096 B/op	     512 allocs/op
BenchmarkMapAssignReuse/Pointer/512-10                	  149684	      8022 ns/op	    4096 B/op	     512 allocs/op
BenchmarkMapAssignReuse/Pointer/512-10                	  149398	      8047 ns/op	    4096 B/op	     512 allocs/op
BenchmarkMapAssignReuse/Pointer/512-10                	  150374	      8040 ns/op	    4096 B/op	     512 allocs/op
BenchmarkMapAssignReuse/Pointer/512-10                	  149769	      8044 ns/op	    4096 B/op	     512 allocs/op
BenchmarkMapAssignReuse/Pointer/512-10                	  150144	      8025 ns/op	    4096 B/op	     512 allocs/op
BenchmarkMapAssignReuse/Pointer/512-10                	  149480	      8009 ns/op	    4096 B/op	     512 allocs/op
BenchmarkMapAssignReuse/Pointer/512-10                	  149529	      8033 ns/op	    4096 B/op	     512 allocs/op
BenchmarkMapAssignReuse/Pointer/512-10                	  150135	      8049 ns/op	    4096 B/op	     512 allocs/op
BenchmarkMapAssignReuse/Pointer/1024-10               	   73039	     16259 ns/op	    8192 B/op	    1024 allocs/op
BenchmarkMapAssignReuse/Pointer/1024-10               	   73843	     16275 ns/op	    8192 B/op	    1024 allocs/op
BenchmarkMapAssignReuse/Pointer/1024-10               	   73784	     16295 ns/op	    8192 B/op	    1024 allocs/op
BenchmarkMapAssignReuse/Pointer/1024-10               	   74326	     16357 ns/op	    8192 B/op	    1024 allocs/op
BenchmarkMapAssignReuse/Pointer/1024-10               	   73952	     16165 ns/op	    8192 B/op	    1024 allocs/op
BenchmarkMapAssignReuse/Pointer/1024-10               	   74167	     16216 ns/op	    8192 B/op	    1024 allocs/op
BenchmarkMapAssignReuse/Pointer/1024-10               	   74196	     16234 ns/op	    8192 B/op	    1024 allocs/op
BenchmarkMapAssignReuse/Pointer/1024-10               	   74066	     16463 ns/op	    8192 B/op	    1024 allocs/op
BenchmarkMapAssignReuse/Pointer/1024-10               	   72796	     19927 ns/op	    8192 B/op	    1024 allocs/op
BenchmarkMapAssignReuse/Pointer/1024-10               	   73398	     17105 ns/op	    8192 B/op	    1024 allocs/op
BenchmarkMapAssignReuse/Pointer/2048-10               	   36895	     32517 ns/op	   16384 B/op	    2048 allocs/op
BenchmarkMapAssignReuse/Pointer/2048-10               	   36939	     32527 ns/op	   16384 B/op	    2048 allocs/op
BenchmarkMapAssignReuse/Pointer/2048-10               	   36736	     32529 ns/op	   16384 B/op	    2048 allocs/op
BenchmarkMapAssignReuse/Pointer/2048-10               	   36694	     32605 ns/op	   16384 B/op	    2048 allocs/op
BenchmarkMapAssignReuse/Pointer/2048-10               	   36835	     32532 ns/op	   16384 B/op	    2048 allocs/op
BenchmarkMapAssignReuse/Pointer/2048-10               	   36886	     32694 ns/op	   16384 B/op	    2048 allocs/op
BenchmarkMapAssignReuse/Pointer/2048-10               	   36926	     32684 ns/op	   16384 B/op	    2048 allocs/op
BenchmarkMapAssignReuse/Pointer/2048-10               	   36430	     32615 ns/op	   16384 B/op	    2048 allocs/op
BenchmarkMapAssignReuse/Pointer/2048-10               	   37028	     34627 ns/op	   16384 B/op	    2048 allocs/op
BenchmarkMapAssignReuse/Pointer/2048-10               	   36805	     32531 ns/op	   16384 B/op	    2048 allocs/op
BenchmarkMapAssignReuse/Pointer/4096-10               	   18001	     66312 ns/op	   32768 B/op	    4096 allocs/op
BenchmarkMapAssignReuse/Pointer/4096-10               	   18066	     73793 ns/op	   32768 B/op	    4096 allocs/op
BenchmarkMapAssignReuse/Pointer/4096-10               	   17929	     66688 ns/op	   32768 B/op	    4096 allocs/op
BenchmarkMapAssignReuse/Pointer/4096-10               	   17964	     66742 ns/op	   32768 B/op	    4096 allocs/op
BenchmarkMapAssignReuse/Pointer/4096-10               	   17996	     66876 ns/op	   32768 B/op	    4096 allocs/op
BenchmarkMapAssignReuse/Pointer/4096-10               	   17994	     66620 ns/op	   32768 B/op	    4096 allocs/op
BenchmarkMapAssignReuse/Pointer/4096-10               	   17730	     69040 ns/op	   32768 B/op	    4096 allocs/op
BenchmarkMapAssignReuse/Pointer/4096-10               	   18007	     66690 ns/op	   32768 B/op	    4096 allocs/op
BenchmarkMapAssignReuse/Pointer/4096-10               	   17884	     66498 ns/op	   32768 B/op	    4096 allocs/op
BenchmarkMapAssignReuse/Pointer/4096-10               	   18034	     66742 ns/op	   32768 B/op	    4096 allocs/op
BenchmarkMapAssignReuse/Pointer/8192-10               	    8556	    142828 ns/op	   65536 B/op	    8192 allocs/op
BenchmarkMapAssignReuse/Pointer/8192-10               	    8487	    142948 ns/op	   65536 B/op	    8192 allocs/op
BenchmarkMapAssignReuse/Pointer/8192-10               	    8371	    143737 ns/op	   65536 B/op	    8192 allocs/op
BenchmarkMapAssignReuse/Pointer/8192-10               	    8416	    143694 ns/op	   65536 B/op	    8192 allocs/op
BenchmarkMapAssignReuse/Pointer/8192-10               	    8602	    143653 ns/op	   65536 B/op	    8192 allocs/op
BenchmarkMapAssignReuse/Pointer/8192-10               	    8576	    142547 ns/op	   65536 B/op	    8192 allocs/op
BenchmarkMapAssignReuse/Pointer/8192-10               	    8520	    142765 ns/op	   65536 B/op	    8192 allocs/op
BenchmarkMapAssignReuse/Pointer/8192-10               	    8510	    142861 ns/op	   65536 B/op	    8192 allocs/op
BenchmarkMapAssignReuse/Pointer/8192-10               	    8521	    142590 ns/op	   65536 B/op	    8192 allocs/op
BenchmarkMapAssignReuse/Pointer/8192-10               	    8558	    143213 ns/op	   65536 B/op	    8192 allocs/op
BenchmarkMapAssignReuse/Pointer/65536-10              	     915	   1315666 ns/op	  524293 B/op	   65536 allocs/op
BenchmarkMapAssignReuse/Pointer/65536-10              	     925	   1344868 ns/op	  524290 B/op	   65536 allocs/op
BenchmarkMapAssignReuse/Pointer/65536-10              	     912	   1323777 ns/op	  524292 B/op	   65536 allocs/op
BenchmarkMapAssignReuse/Pointer/65536-10              	     896	   1314230 ns/op	  524292 B/op	   65536 allocs/op
BenchmarkMapAssignReuse/Pointer/65536-10              	     897	   1327820 ns/op	  524291 B/op	   65536 allocs/op
BenchmarkMapAssignReuse/Pointer/65536-10              	     913	   1316274 ns/op	  524293 B/op	   65536 allocs/op
BenchmarkMapAssignReuse/Pointer/65536-10              	     918	   1318034 ns/op	  524292 B/op	   65536 allocs/op
BenchmarkMapAssignReuse/Pointer/65536-10              	     914	   1326049 ns/op	  524292 B/op	   65536 allocs/op
BenchmarkMapAssignReuse/Pointer/65536-10              	     903	   1397487 ns/op	  524291 B/op	   65536 allocs/op
BenchmarkMapAssignReuse/Pointer/65536-10              	     686	   1636755 ns/op	  524292 B/op	   65536 allocs/op
BenchmarkMapAssignReuse/Int64/6-10                    	27583933	        46.23 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/6-10                    	27568671	        43.57 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/6-10                    	27614190	        43.60 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/6-10                    	27152239	        43.63 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/6-10                    	27514678	        43.57 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/6-10                    	27589034	        43.56 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/6-10                    	27541860	        43.54 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/6-10                    	27587871	        43.55 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/6-10                    	27432254	        43.67 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/6-10                    	27582798	        43.53 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/12-10                   	11776005	       102.6 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/12-10                   	11725882	       102.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/12-10                   	11755932	       104.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/12-10                   	11704180	       105.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/12-10                   	11746874	       111.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/12-10                   	10419534	       102.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/12-10                   	11767628	       102.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/12-10                   	11771341	       102.4 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/12-10                   	11762250	       102.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/12-10                   	11739638	       102.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/18-10                   	 7997078	       150.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/18-10                   	 7994356	       150.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/18-10                   	 8000199	       154.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/18-10                   	 7961072	       150.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/18-10                   	 7998250	       150.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/18-10                   	 7991122	       150.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/18-10                   	 7917916	       150.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/18-10                   	 7962324	       150.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/18-10                   	 7996341	       150.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/18-10                   	 7982696	       150.6 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/24-10                   	 6069939	       201.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/24-10                   	 6053854	       199.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/24-10                   	 6061365	       198.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/24-10                   	 6063970	       198.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/24-10                   	 6063393	       198.4 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/24-10                   	 6033856	       198.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/24-10                   	 6066717	       198.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/24-10                   	 6068925	       198.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/24-10                   	 5749999	       198.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/24-10                   	 6066466	       198.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/30-10                   	 4881442	       246.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/30-10                   	 4884801	       249.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/30-10                   	 4883898	       246.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/30-10                   	 4875267	       246.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/30-10                   	 4868533	       246.6 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/30-10                   	 4888574	       245.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/30-10                   	 4852191	       255.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/30-10                   	 4883529	       246.6 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/30-10                   	 4882716	       246.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/30-10                   	 4883841	       246.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/64-10                   	 2339017	       512.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/64-10                   	 2360500	       510.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/64-10                   	 2357463	       508.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/64-10                   	 2365604	       508.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/64-10                   	 2367144	       508.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/64-10                   	 2364163	       509.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/64-10                   	 2355420	       565.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/64-10                   	 2364750	       508.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/64-10                   	 2354767	       508.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/64-10                   	 2359252	       507.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/128-10                  	 1208688	       990.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/128-10                  	 1213891	       995.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/128-10                  	 1209991	       996.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/128-10                  	 1208632	       992.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/128-10                  	 1213006	       989.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/128-10                  	 1211791	       989.4 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/128-10                  	 1213184	      1007 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/128-10                  	 1000000	      1003 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/128-10                  	 1000000	      1003 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/128-10                  	 1000000	      1001 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/256-10                  	  607335	      1960 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/256-10                  	  608632	      1961 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/256-10                  	  609195	      1954 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/256-10                  	  617653	      1944 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/256-10                  	  617682	      1948 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/256-10                  	  616380	      1947 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/256-10                  	  617694	      1947 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/256-10                  	  617532	      1945 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/256-10                  	  618391	      1944 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/256-10                  	  617142	      1950 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/512-10                  	  305286	      3941 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/512-10                  	  301836	      3938 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/512-10                  	  304376	      3944 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/512-10                  	  305266	      4009 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/512-10                  	  304554	      4132 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/512-10                  	  228554	      4552 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/512-10                  	  304063	      4337 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/512-10                  	  304644	      3939 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/512-10                  	  304340	      3957 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/512-10                  	  301778	      3951 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/1024-10                 	  135450	      8881 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/1024-10                 	  135387	      8897 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/1024-10                 	  135252	      8895 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/1024-10                 	  135609	      8863 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/1024-10                 	  135090	      8905 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/1024-10                 	  135601	      8873 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/1024-10                 	  134241	      8876 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/1024-10                 	  135328	      8873 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/1024-10                 	  135321	      9768 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/1024-10                 	  135279	      8871 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/2048-10                 	   66198	     17864 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/2048-10                 	   67152	     17856 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/2048-10                 	   67250	     17908 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/2048-10                 	   67159	     17885 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/2048-10                 	   66938	     17872 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/2048-10                 	   67056	     17897 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/2048-10                 	   67149	     17914 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/2048-10                 	   66993	     18128 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/2048-10                 	   60043	     17899 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/2048-10                 	   67267	     17915 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/4096-10                 	   32986	     36228 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/4096-10                 	   32866	     36297 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/4096-10                 	   32926	     36292 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/4096-10                 	   33106	     36256 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/4096-10                 	   32979	     36551 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/4096-10                 	   33135	     36402 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/4096-10                 	   33188	     36298 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/4096-10                 	   33040	     36161 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/4096-10                 	   33024	     36203 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/4096-10                 	   33015	     36782 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/8192-10                 	   15744	     76059 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/8192-10                 	   15795	     76265 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/8192-10                 	   15754	     76012 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/8192-10                 	   15718	     76199 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/8192-10                 	   15711	     76343 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/8192-10                 	   15795	     76110 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/8192-10                 	   15818	     76708 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/8192-10                 	   15684	     76761 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/8192-10                 	   15061	     77458 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/8192-10                 	   15567	     80132 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/65536-10                	    1909	    631086 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/65536-10                	    1902	    633246 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/65536-10                	    1832	    647617 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/65536-10                	    1827	    634945 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/65536-10                	    1908	    632521 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/65536-10                	    1908	    628633 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/65536-10                	    1910	    704814 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/65536-10                	    1909	    629146 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/65536-10                	    1915	    686786 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int64/65536-10                	    1896	    637964 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/6-10                    	26225714	        46.30 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/6-10                    	26490650	        45.50 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/6-10                    	26490796	        45.33 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/6-10                    	26551830	        45.23 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/6-10                    	26532090	        45.18 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/6-10                    	26600288	        45.25 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/6-10                    	26552098	        45.16 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/6-10                    	26589728	        45.27 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/6-10                    	26625495	        45.11 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/6-10                    	26617621	        45.12 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/12-10                   	11674239	       102.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/12-10                   	11773098	       102.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/12-10                   	11745954	       101.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/12-10                   	11771130	       102.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/12-10                   	11743870	       102.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/12-10                   	11785711	       104.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/12-10                   	11345036	       102.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/12-10                   	11729412	       102.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/12-10                   	11778924	       102.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/12-10                   	11784943	       102.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/18-10                   	 8006032	       150.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/18-10                   	 8014168	       150.6 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/18-10                   	 7995530	       150.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/18-10                   	 7979980	       150.6 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/18-10                   	 8013324	       150.4 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignReuse/Int32/18-10                   	 7993254	       154.0 ns/op	       0 B/op	       0 allocs/op
